Landsat Product Identifier L2,Landsat Product Identifier L1,Landsat Scene Identifier,Date Acquired,Collection Category,Collection Number,WRS Path,WRS Row,Target WRS Path,Target WRS Row,Nadir/Off Nadir,Roll Angle,Date Product Generated L2,Date Product Generated L1,Start Time,Stop Time,Station Identifier,Day/Night Indicator,Land Cloud Cover,Scene Cloud Cover L1,Ground Control Points Model,Ground Control Points Version,Geometric RMSE Model,Geometric RMSE Model X,Geometric RMSE Model Y,Processing Software Version,Sun Elevation L0RA,Sun Azimuth L0RA,TIRS SSM Model,Data Type L2,Sensor Identifier,Satellite,Product Map Projection L1,UTM Zone,Datum,Ellipsoid,Scene Center Lat DMS,Scene Center Long DMS,Corner Upper Left Lat DMS,Corner Upper Left Long DMS,Corner Upper Right Lat DMS,Corner Upper Right Long DMS,Corner Lower Left Lat DMS,Corner Lower Left Long DMS,Corner Lower Right Lat DMS,Corner Lower Right Long DMS,Scene Center Latitude,Scene Center Longitude,Corner Upper Left Latitude,Corner Upper Left Longitude,Corner Upper Right Latitude,Corner Upper Right Longitude,Corner Lower Left Latitude,Corner Lower Left Longitude,Corner Lower Right Latitude,Corner Lower Right Longitude,Display ID,Entity ID
LC08_L2SP_170045_20230906_20230912_02_T1,LC08_L1TP_170045_20230906_20230912_02_T1,LC81700452023249LGN00,2023/09/06,T1,2, 170, 045, 170, 045,NADIR,  -0.001,2023/09/12,2023/09/12,2023-09-06 07:48:51,2023-09-06 07:49:23,LGN,DAY,   0.00,   0.00,589,5,    5.378,    3.705,    3.898,LPGS_16.3.0,62.88491909,120.59723800,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,37,WGS84,WGS84,21°40'18.37"N,39°05'10.97"E,22°42'59.40"N,37°58'32.30"E,22°42'55.04"N,40°11'55.07"E,20°36'48.60"N,37°59'25.37"E,20°36'44.68"N,40°10'52.97"E, 21.67177,  39.08638, 22.71650,  37.97564, 22.71529,  40.19863, 20.61350,  37.99038, 20.61241,  40.18138,LC08_L2SP_170045_20230906_20230912_02_T1,LC81700452023249LGN00
LC09_L2SP_170045_20230914_20230916_02_T1,LC09_L1TP_170045_20230914_20230914_02_T1,LC91700452023257LGN00,2023/09/14,T1,2, 170, 045, 170, 045,NADIR,   0.001,2023/09/16,2023/09/14,2023-09-14 07:48:58,2023-09-14 07:49:30,LGN,DAY,   0.01,   0.04,566,5,    5.419,    3.835,    3.828,LPGS_16.3.0,61.50726387,126.56046778,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,37,WGS84,WGS84,21°40'17.44"N,39°02'37.97"E,22°42'58.36"N,37°55'54.59"E,22°42'56.20"N,40°09'17.35"E,20°36'47.66"N,37°56'49.92"E,20°36'45.72"N,40°08'17.52"E, 21.67151,  39.04388, 22.71621,  37.93183, 22.71561,  40.15482, 20.61324,  37.94720, 20.61270,  40.13820,LC09_L2SP_170045_20230914_20230916_02_T1,LC91700452023257LGN00
LC08_L2SP_170045_20230922_20230926_02_T1,LC08_L1TP_170045_20230922_20230926_02_T1,LC81700452023265LGN00,2023/09/22,T1,2, 170, 045, 170, 045,NADIR,  -0.001,2023/09/26,2023/09/26,2023-09-22 07:48:58,2023-09-22 07:49:29,LGN,DAY,   0.00,   0.00,595,5,    5.377,    3.839,    3.764,LPGS_16.3.0,59.88691562,132.15923998,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,37,WGS84,WGS84,21°40'16.93"N,39°04'32.30"E,22°42'59.11"N,37°57'50.26"E,22°42'55.33"N,40°11'13.02"E,20°36'38.59"N,37°58'44"E,20°36'35.21"N,40°10'11.42"E, 21.67137,  39.07564, 22.71642,  37.96396, 22.71537,  40.18695, 20.61072,  37.97889, 20.60978,  40.16984,LC08_L2SP_170045_20230922_20230926_02_T1,LC81700452023265LGN00
LC09_L2SP_170045_20230930_20231002_02_T1,LC09_L1TP_170045_20230930_20230930_02_T1,LC91700452023273LGN00,2023/09/30,T1,2, 170, 045, 170, 045,NADIR,   0.000,2023/10/02,2023/09/30,2023-09-30 07:48:56,2023-09-30 07:49:28,LGN,DAY,   0.01,   0.66,579,5,    5.289,    3.965,    3.500,LPGS_16.3.1,58.00010214,137.13885037,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,37,WGS84,WGS84,21°40'18.05"N,39°04'25.90"E,22°42'59.04"N,37°57'39.71"E,22°42'55.44"N,40°11'02.51"E,20°36'48.31"N,37°58'33.56"E,20°36'45.04"N,40°10'01.16"E, 21.67168,  39.07386, 22.71640,  37.96103, 22.71540,  40.18403, 20.61342,  37.97599, 20.61251,  40.16699,LC09_L2SP_170045_20230930_20231002_02_T1,LC91700452023273LGN00
LC08_L2SP_170045_20231008_20231011_02_T1,LC08_L1TP_170045_20231008_20231011_02_T1,LC81700452023281LGN00,2023/10/08,T1,2, 170, 045, 170, 045,NADIR,  -0.001,2023/10/11,2023/10/11,2023-10-08 07:49:02,2023-10-08 07:49:34,LGN,DAY,   0.00,   0.01,581,5,    5.287,    3.542,    3.925,LPGS_16.3.1,55.93532748,141.50045890,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,37,WGS84,WGS84,21°40'18.16"N,39°04'02.96"E,22°42'58.93"N,37°57'18.68"E,22°42'55.58"N,40°10'41.48"E,20°36'38.41"N,37°58'12.90"E,20°36'35.42"N,40°09'40.36"E, 21.67171,  39.06749, 22.71637,  37.95519, 22.71544,  40.17819, 20.61067,  37.97025, 20.60984,  40.16121,LC08_L2SP_170045_20231008_20231011_02_T1,LC81700452023281LGN00
LC09_L2SP_170045_20231016_20231017_02_T1,LC09_L1TP_170045_20231016_20231016_02_T1,LC91700452023289LGN00,2023/10/16,T1,2, 170, 045, 170, 045,NADIR,  -0.001,2023/10/17,2023/10/16,2023-10-16 07:49:08,2023-10-16 07:49:40,LGN,DAY,   0.00,   0.00,556,5,    5.415,    3.799,    3.859,LPGS_16.3.1,53.72085808,145.12907513,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,37,WGS84,WGS84,21°40'17.22"N,39°02'21.26"E,22°42'58.21"N,37°55'33.56"E,22°42'56.27"N,40°09'06.84"E,20°36'47.56"N,37°56'29.22"E,20°36'45.79"N,40°08'07.15"E, 21.67145,  39.03924, 22.71617,  37.92599, 22.71563,  40.15190, 20.61321,  37.94145, 20.61272,  40.13532,LC09_L2SP_170045_20231016_20231017_02_T1,LC91700452023289LGN00
LC08_L2SP_170045_20231024_20231031_02_T1,LC08_L1TP_170045_20231024_20231031_02_T1,LC81700452023297LGN00,2023/10/24,T1,2, 170, 045, 170, 045,NADIR,  -0.001,2023/10/31,2023/10/31,2023-10-24 07:49:05,2023-10-24 07:49:37,LGN,DAY,   0.29,   0.17,549,5,    5.818,    4.074,    4.154,LPGS_16.3.1,51.45267091,148.08346789,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,37,WGS84,WGS84,21°40'17.54"N,39°03'46.08"E,22°42'58.79"N,37°56'57.66"E,22°42'55.66"N,40°10'30.97"E,20°36'38.30"N,37°57'52.16"E,20°36'35.50"N,40°09'29.99"E, 21.67154,  39.06280, 22.71633,  37.94935, 22.71546,  40.17527, 20.61064,  37.96449, 20.60986,  40.15833,LC08_L2SP_170045_20231024_20231031_02_T1,LC81700452023297LGN00
LC09_L2SP_170045_20231101_20231102_02_T1,LC09_L1TP_170045_20231101_20231101_02_T1,LC91700452023305LGN00,2023/11/01,T1,2, 170, 045, 170, 045,NADIR,   0.000,2023/11/02,2023/11/01,2023-11-01 07:49:02,2023-11-01 07:49:34,LGN,DAY,   3.23,   1.85,530,5,    6.094,    4.166,    4.448,LPGS_16.3.1,49.19360611,150.35450751,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,37,WGS84,WGS84,21°40'17.08"N,39°04'28.96"E,22°42'49.36"N,37°57'50.33"E,22°42'45.61"N,40°11'12.95"E,20°36'48.35"N,37°58'43.93"E,20°36'44.96"N,40°10'11.50"E, 21.67141,  39.07471, 22.71371,  37.96398, 22.71267,  40.18693, 20.61343,  37.97887, 20.61249,  40.16986,LC09_L2SP_170045_20231101_20231102_02_T1,LC91700452023305LGN00
LC08_L2SP_170045_20231109_20231117_02_T1,LC08_L1TP_170045_20231109_20231117_02_T1,LC81700452023313LGN00,2023/11/09,T1,2, 170, 045, 170, 045,NADIR,  -0.001,2023/11/17,2023/11/17,2023-11-09 07:49:01,2023-11-09 07:49:33,LGN,DAY,   1.32,   1.31,500,5,    5.839,    3.708,    4.511,LPGS_16.3.1,47.01863323,151.99398098,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,37,WGS84,WGS84,21°40'17.40"N,39°04'52.54"E,22°42'59.26"N,37°58'11.28"E,22°42'55.19"N,40°11'34.04"E,20°36'38.74"N,37°59'04.70"E,20°36'35.06"N,40°10'32.16"E, 21.67150,  39.08126, 22.71646,  37.96980, 22.71533,  40.19279, 20.61076,  37.98464, 20.60974,  40.17560,LC08_L2SP_170045_20231109_20231117_02_T1,LC81700452023313LGN00
LC09_L2SP_170045_20231117_20231118_02_T1,LC09_L1TP_170045_20231117_20231117_02_T1,LC91700452023321LGN00,2023/11/17,T1,2, 170, 045, 170, 045,NADIR,   0.000,2023/11/18,2023/11/17,2023-11-17 07:49:05,2023-11-17 07:49:37,LGN,DAY,   0.08,   0.05,545,5,    6.306,    3.974,    4.897,LPGS_16.3.1,45.00023077,153.04730104,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,37,WGS84,WGS84,21°40'17.15"N,39°04'08.65"E,22°42'49.25"N,37°57'29.27"E,22°42'45.76"N,40°10'51.89"E,20°36'48.24"N,37°58'23.20"E,20°36'45.11"N,40°09'50.80"E, 21.67143,  39.06907, 22.71368,  37.95813, 22.71271,  40.18108, 20.61340,  37.97311, 20.61253,  40.16411,LC09_L2SP_170045_20231117_20231118_02_T1,LC91700452023321LGN00
LC08_L2SP_170045_20231125_20231129_02_T1,LC08_L1TP_170045_20231125_20231129_02_T1,LC81700452023329LGN00,2023/11/25,T1,2, 170, 045, 170, 045,NADIR,  -0.001,2023/11/29,2023/11/29,2023-11-25 07:49:09,2023-11-25 07:49:41,LGN,DAY,   0.52,   0.77,485,5,    6.103,    4.117,    4.505,LPGS_16.3.1,43.20505581,153.55775262,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,37,WGS84,WGS84,21°40'18.12"N,39°02'59.71"E,22°42'58.50"N,37°56'15.61"E,22°42'56.05"N,40°09'38.38"E,20°36'38.05"N,37°57'10.73"E,20°36'35.82"N,40°08'38.18"E, 21.67170,  39.04992, 22.71625,  37.93767, 22.71557,  40.16066, 20.61057,  37.95298, 20.60995,  40.14394,LC08_L2SP_170045_20231125_20231129_02_T1,LC81700452023329LGN00
LC09_L2SP_170045_20231203_20231204_02_T1,LC09_L1TP_170045_20231203_20231203_02_T1,LC91700452023337LGN00,2023/12/03,T1,2, 170, 045, 170, 045,NADIR,   0.000,2023/12/04,2023/12/03,2023-12-03 07:49:11,2023-12-03 07:49:42,LGN,DAY,  46.13,  28.20,240,5,    7.310,    5.226,    5.111,LPGS_16.3.1,41.70437864,153.60624133,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,37,WGS84,WGS84,21°40'16.90"N,39°03'05.36"E,22°42'48.82"N,37°56'26.20"E,22°42'46.22"N,40°09'48.82"E,20°36'47.88"N,37°57'21.02"E,20°36'45.50"N,40°08'48.59"E, 21.67136,  39.05149, 22.71356,  37.94061, 22.71284,  40.16356, 20.61330,  37.95584, 20.61264,  40.14683,LC09_L2SP_170045_20231203_20231204_02_T1,LC91700452023337LGN00
LC08_L2SP_170045_20231211_20231215_02_T1,LC08_L1TP_170045_20231211_20231215_02_T1,LC81700452023345LGN00,2023/12/11,T1,2, 170, 045, 170, 045,NADIR,  -0.001,2023/12/15,2023/12/15,2023-12-11 07:49:03,2023-12-11 07:49:34,LGN,DAY,  16.73,  28.09,500,5,    6.344,    3.939,    4.973,LPGS_16.3.1,40.53157840,153.20035192,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,37,WGS84,WGS84,21°40'18.26"N,39°04'22.12"E,22°42'59.04"N,37°57'39.71"E,22°42'55.44"N,40°11'02.51"E,20°36'48.31"N,37°58'33.56"E,20°36'45.04"N,40°10'01.16"E, 21.67174,  39.07281, 22.71640,  37.96103, 22.71540,  40.18403, 20.61342,  37.97599, 20.61251,  40.16699,LC08_L2SP_170045_20231211_20231215_02_T1,LC81700452023345LGN00
LC09_L2SP_170045_20231219_20231220_02_T1,LC09_L1TP_170045_20231219_20231219_02_T1,LC91700452023353LGN00,2023/12/19,T1,2, 170, 045, 170, 045,NADIR,  -0.001,2023/12/20,2023/12/19,2023-12-19 07:49:14,2023-12-19 07:49:46,LGN,DAY,   0.06,   0.07,528,5,    6.694,    4.034,    5.341,LPGS_16.3.1,39.75305479,152.44882729,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,37,WGS84,WGS84,21°40'18.12"N,39°02'20.72"E,22°42'58.21"N,37°55'33.56"E,22°42'56.34"N,40°08'56.33"E,20°36'47.56"N,37°56'29.22"E,20°36'45.86"N,40°07'56.78"E, 21.67170,  39.03909, 22.71617,  37.92599, 22.71565,  40.14898, 20.61321,  37.94145, 20.61274,  40.13244,LC09_L2SP_170045_20231219_20231220_02_T1,LC91700452023353LGN00
LC08_L2SP_170045_20231227_20240104_02_T1,LC08_L1TP_170045_20231227_20240104_02_T1,LC81700452023361LGN00,2023/12/27,T1,2, 170, 045, 170, 045,NADIR,  -0.001,2024/01/04,2024/01/04,2023-12-27 07:49:05,2023-12-27 07:49:37,LGN,DAY,  42.59,  45.47,382,5,    7.119,    4.961,    5.106,LPGS_16.3.1,39.37595070,151.34433445,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,37,WGS84,WGS84,21°40'17.11"N,39°03'15.55"E,22°42'58.64"N,37°56'36.64"E,22°42'55.91"N,40°09'59.40"E,20°36'38.16"N,37°57'31.46"E,20°36'35.71"N,40°08'58.88"E, 21.67142,  39.05432, 22.71629,  37.94351, 22.71553,  40.16650, 20.61060,  37.95874, 20.60992,  40.14969,LC08_L2SP_170045_20231227_20240104_02_T1,LC81700452023361LGN00
LC09_L2SP_170045_20240104_20240107_02_T1,LC09_L1TP_170045_20240104_20240104_02_T1,LC91700452024004LGN00,2024/01/04,T1,2, 170, 045, 170, 045,NADIR,  -0.001,2024/01/07,2024/01/04,2024-01-04 07:49:08,2024-01-04 07:49:40,LGN,DAY,   0.51,  14.35,521,5,    6.590,    3.913,    5.303,LPGS_16.3.1,39.44852274,150.01254518,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,37,WGS84,WGS84,21°40'16.90"N,39°03'39.31"E,22°42'49.03"N,37°56'57.73"E,22°42'45.97"N,40°10'20.35"E,20°36'48.06"N,37°57'52.13"E,20°36'45.32"N,40°09'19.69"E, 21.67136,  39.06092, 22.71362,  37.94937, 22.71277,  40.17232, 20.61335,  37.96448, 20.61259,  40.15547,LC09_L2SP_170045_20240104_20240107_02_T1,LC91700452024004LGN00
LC08_L2SP_170045_20240112_20240123_02_T1,LC08_L1TP_170045_20240112_20240123_02_T1,LC81700452024012LGN00,2024/01/12,T1,2, 170, 045, 170, 045,NADIR,  -0.001,2024/01/23,2024/01/23,2024-01-12 07:49:01,2024-01-12 07:49:33,LGN,DAY,   0.21,   1.52,537,5,    6.583,    4.130,    5.127,LPGS_16.3.1,39.93143735,148.39739313,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,37,WGS84,WGS84,21°40'17.33"N,39°03'34.67"E,22°42'58.72"N,37°56'47.15"E,22°42'55.73"N,40°10'20.46"E,20°36'38.23"N,37°57'41.83"E,20°36'35.57"N,40°09'19.62"E, 21.67148,  39.05963, 22.71631,  37.94643, 22.71548,  40.17235, 20.61062,  37.96162, 20.60988,  40.15545,LC08_L2SP_170045_20240112_20240123_02_T1,LC81700452024012LGN00
LC09_L2SP_170045_20240120_20240121_02_T1,LC09_L1TP_170045_20240120_20240120_02_T1,LC91700452024020LGN00,2024/01/20,T1,2, 170, 045, 170, 045,NADIR,  -0.001,2024/01/21,2024/01/20,2024-01-20 07:49:09,2024-01-20 07:49:41,LGN,DAY,   0.81,   2.62,540,5,    6.239,    4.046,    4.749,LPGS_16.3.1,40.86799171,146.65226873,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,37,WGS84,WGS84,21°40'18.23"N,39°03'13.54"E,22°42'58.57"N,37°56'26.12"E,22°42'55.98"N,40°09'48.89"E,20°36'47.88"N,37°57'21.02"E,20°36'45.50"N,40°08'48.59"E, 21.67173,  39.05376, 22.71627,  37.94059, 22.71555,  40.16358, 20.61330,  37.95584, 20.61264,  40.14683,LC09_L2SP_170045_20240120_20240121_02_T1,LC91700452024020LGN00
LC08_L2SP_170045_20240128_20240207_02_T1,LC08_L1TP_170045_20240128_20240207_02_T1,LC81700452024028LGN00,2024/01/28,T1,2, 170, 045, 170, 045,NADIR,  -0.001,2024/02/07,2024/02/07,2024-01-28 07:48:55,2024-01-28 07:49:27,LGN,DAY,  36.12,  27.51,460,5,    6.452,    4.323,    4.789,LPGS_16.3.1,42.17287321,144.67982780,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,37,WGS84,WGS84,21°40'17.94"N,39°04'17.15"E,22°42'59.04"N,37°57'39.71"E,22°42'55.44"N,40°11'02.51"E,20°36'48.31"N,37°58'33.56"E,20°36'45.04"N,40°10'01.16"E, 21.67165,  39.07143, 22.71640,  37.96103, 22.71540,  40.18403, 20.61342,  37.97599, 20.61251,  40.16699,LC08_L2SP_170045_20240128_20240207_02_T1,LC81700452024028LGN00
LC09_L2SP_170045_20240205_20240208_02_T1,LC09_L1TP_170045_20240205_20240205_02_T1,LC91700452024036LGN00,2024/02/05,T1,2, 170, 045, 170, 045,NADIR,   0.000,2024/02/08,2024/02/05,2024-02-05 07:49:13,2024-02-05 07:49:44,LGN,DAY,  22.77,  39.36,412,5,    6.600,    4.538,    4.792,LPGS_16.3.1,43.87987541,142.63279960,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,37,WGS84,WGS84,21°40'16.93"N,39°01'39.22"E,22°42'48.17"N,37°54'51.55"E,22°42'46.91"N,40°08'14.17"E,20°36'47.30"N,37°55'47.75"E,20°36'46.12"N,40°07'15.35"E, 21.67137,  39.02756, 22.71338,  37.91432, 22.71303,  40.13727, 20.61314,  37.92993, 20.61281,  40.12093,LC09_L2SP_170045_20240205_20240208_02_T1,LC91700452024036LGN00
LC08_L2SP_170045_20240213_20240223_02_T1,LC08_L1TP_170045_20240213_20240222_02_T1,LC81700452024044LGN00,2024/02/13,T1,2, 170, 045, 170, 045,NADIR,  -0.001,2024/02/23,2024/02/22,2024-02-13 07:48:59,2024-02-13 07:49:31,LGN,DAY,  39.30,  30.79,146,5,    6.190,    4.397,    4.357,LPGS_16.3.1,45.85590894,140.34505373,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,37,WGS84,WGS84,21°40'16.86"N,39°02'02.11"E,22°42'58.14"N,37°55'23.02"E,22°42'56.41"N,40°08'45.82"E,20°36'37.73"N,37°56'18.92"E,20°36'36.18"N,40°07'46.34"E, 21.67135,  39.03392, 22.71615,  37.92306, 22.71567,  40.14606, 20.61048,  37.93859, 20.61005,  40.12954,LC08_L2SP_170045_20240213_20240223_02_T1,LC81700452024044LGN00
LC09_L2SP_170045_20240221_20240223_02_T1,LC09_L1TP_170045_20240221_20240221_02_T1,LC91700452024052LGN00,2024/02/21,T1,2, 170, 045, 170, 045,NADIR,   0.000,2024/02/23,2024/02/21,2024-02-21 07:49:00,2024-02-21 07:49:32,LGN,DAY,   0.16,   0.11,562,5,    5.806,    3.922,    4.280,LPGS_16.3.1,48.14265392,137.99326160,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,37,WGS84,WGS84,21°40'17.90"N,39°03'48.56"E,22°42'49.10"N,37°57'08.24"E,22°42'45.90"N,40°10'30.86"E,20°36'48.10"N,37°58'02.46"E,20°36'45.25"N,40°09'30.06"E, 21.67164,  39.06349, 22.71364,  37.95229, 22.71275,  40.17524, 20.61336,  37.96735, 20.61257,  40.15835,LC09_L2SP_170045_20240221_20240223_02_T1,LC91700452024052LGN00
LC08_L2SP_170045_20240229_20240313_02_T1,LC08_L1TP_170045_20240229_20240313_02_T1,LC81700452024060LGN00,2024/02/29,T1,2, 170, 045, 170, 045,NADIR,  -0.001,2024/03/13,2024/03/13,2024-02-29 07:48:53,2024-02-29 07:49:25,LGN,DAY,   0.02,   0.01,547,5,    5.527,    3.868,    3.948,LPGS_16.3.1,50.56170532,135.33671860,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,37,WGS84,WGS84,21°40'17.36"N,39°02'01.18"E,22°42'58.14"N,37°55'23.02"E,22°42'56.48"N,40°08'35.30"E,20°36'37.73"N,37°56'18.92"E,20°36'36.25"N,40°07'35.98"E, 21.67149,  39.03366, 22.71615,  37.92306, 22.71569,  40.14314, 20.61048,  37.93859, 20.61007,  40.12666,LC08_L2SP_170045_20240229_20240313_02_T1,LC81700452024060LGN00
LC09_L2SP_170045_20240308_20240309_02_T1,LC09_L1TP_170045_20240308_20240308_02_T1,LC91700452024068LGN00,2024/03/08,T1,2, 170, 045, 170, 045,NADIR,   0.001,2024/03/09,2024/03/08,2024-03-08 07:49:05,2024-03-08 07:49:37,LGN,DAY,   0.02,   0.01,531,5,    5.863,    4.030,    4.258,LPGS_16.3.1,53.16466091,132.54486960,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,37,WGS84,WGS84,21°40'17.47"N,39°01'22.19"E,22°42'48.10"N,37°54'41.04"E,22°42'46.98"N,40°08'03.66"E,20°36'47.23"N,37°55'37.38"E,20°36'46.19"N,40°07'04.98"E, 21.67152,  39.02283, 22.71336,  37.91140, 22.71305,  40.13435, 20.61312,  37.92705, 20.61283,  40.11805,LC09_L2SP_170045_20240308_20240309_02_T1,LC91700452024068LGN00
LC08_L2SP_170045_20240316_20240401_02_T1,LC08_L1TP_170045_20240316_20240401_02_T1,LC81700452024076LGN00,2024/03/16,T1,2, 170, 045, 170, 045,NADIR,  -0.001,2024/04/01,2024/04/01,2024-03-16 07:48:43,2024-03-16 07:49:14,LGN,DAY,  69.93,  76.06,214,5,    7.528,    5.618,    5.012,LPGS_16.4.0,55.73139632,129.30195161,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,37,WGS84,WGS84,21°40'17"N,39°02'43.69"E,22°42'58.43"N,37°56'05.10"E,22°42'56.20"N,40°09'17.35"E,20°36'37.98"N,37°57'00.36"E,20°36'35.96"N,40°08'17.45"E, 21.67139,  39.04547, 22.71623,  37.93475, 22.71561,  40.15482, 20.61055,  37.95010, 20.60999,  40.13818,LC08_L2SP_170045_20240316_20240401_02_T1,LC81700452024076LGN00
LC09_L2SP_170045_20240324_20240325_02_T1,LC09_L1TP_170045_20240324_20240324_02_T1,LC91700452024084LGN00,2024/03/24,T1,2, 170, 045, 170, 045,NADIR,   0.000,2024/03/25,2024/03/24,2024-03-24 07:49:00,2024-03-24 07:49:32,LGN,DAY,  66.78,  46.29,68,5,    7.077,    5.665,    4.242,LPGS_16.4.0,58.33578686,125.81264137,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,37,WGS84,WGS84,21°40'17.26"N,39°00'56.27"E,22°42'47.88"N,37°54'09.50"E,22°42'47.20"N,40°07'32.12"E,20°36'47.05"N,37°55'06.31"E,20°36'46.40"N,40°06'33.88"E, 21.67146,  39.01563, 22.71330,  37.90264, 22.71311,  40.12559, 20.61307,  37.91842, 20.61289,  40.10941,LC09_L2SP_170045_20240324_20240325_02_T1,LC91700452024084LGN00
LC08_L2SP_170045_20240401_20240410_02_T1,LC08_L1TP_170045_20240401_20240410_02_T1,LC81700452024092LGN00,2024/04/01,T1,2, 170, 045, 170, 045,NADIR,  -0.001,2024/04/10,2024/04/10,2024-04-01 07:48:30,2024-04-01 07:49:02,LGN,DAY,   6.06,   3.91,395,5,    6.679,    4.634,    4.811,LPGS_16.4.0,60.71564267,121.70736613,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,37,WGS84,WGS84,21°40'18.01"N,39°03'36.18"E,22°42'58.79"N,37°56'57.66"E,22°42'55.73"N,40°10'20.46"E,20°36'48.06"N,37°57'52.13"E,20°36'45.32"N,40°09'19.69"E, 21.67167,  39.06005, 22.71633,  37.94935, 22.71548,  40.17235, 20.61335,  37.96448, 20.61259,  40.15547,LC08_L2SP_170045_20240401_20240410_02_T1,LC81700452024092LGN00
LC09_L2SP_170045_20240409_20240410_02_T1,LC09_L1TP_170045_20240409_20240409_02_T1,LC91700452024100LGN00,2024/04/09,T1,2, 170, 045, 170, 045,NADIR,  -0.001,2024/04/10,2024/04/09,2024-04-09 07:48:52,2024-04-09 07:49:24,LGN,DAY,  54.14,  44.02,123,5,    6.277,    4.255,    4.614,LPGS_16.4.0,62.97311898,117.23265578,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,37,WGS84,WGS84,21°40'18.01"N,39°01'05.95"E,22°42'57.71"N,37°54'19.94"E,22°42'56.88"N,40°07'42.74"E,20°36'47.09"N,37°55'16.64"E,20°36'46.33"N,40°06'44.24"E, 21.67167,  39.01832, 22.71603,  37.90554, 22.71580,  40.12854, 20.61308,  37.92129, 20.61287,  40.11229,LC09_L2SP_170045_20240409_20240410_02_T1,LC91700452024100LGN00
LC08_L2SP_170045_20240417_20240423_02_T1,LC08_L1TP_170045_20240417_20240423_02_T1,LC81700452024108LGN00,2024/04/17,T1,2, 170, 045, 170, 045,NADIR,  -0.001,2024/04/23,2024/04/23,2024-04-17 07:48:24,2024-04-17 07:48:56,LGN,DAY,   0.00,   0.00,547,5,    5.990,    3.919,    4.531,LPGS_16.4.0,64.81503181,112.08936552,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,37,WGS84,WGS84,21°40'17.62"N,39°02'53.48"E,22°42'58.50"N,37°56'15.61"E,22°42'56.12"N,40°09'27.86"E,20°36'47.81"N,37°57'10.66"E,20°36'45.65"N,40°08'27.89"E, 21.67156,  39.04819, 22.71625,  37.93767, 22.71559,  40.15774, 20.61328,  37.95296, 20.61268,  40.14108,LC08_L2SP_170045_20240417_20240423_02_T1,LC81700452024108LGN00
LC09_L2SP_170045_20240425_20240502_02_T1,LC09_L1TP_170045_20240425_20240425_02_T1,LC91700452024116LGN00,2024/04/25,T1,2, 170, 045, 170, 045,NADIR,   0.000,2024/05/02,2024/04/25,2024-04-25 07:48:31,2024-04-25 07:49:03,LGN,DAY,   0.05,   0.02,539,5,    6.450,    4.210,    4.887,LPGS_16.4.0,66.40635226,106.70093125,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,37,WGS84,WGS84,21°40'17.44"N,39°04'08.87"E,22°42'49.25"N,37°57'29.27"E,22°42'45.76"N,40°10'51.89"E,20°36'48.24"N,37°58'23.20"E,20°36'45.11"N,40°09'50.80"E, 21.67151,  39.06913, 22.71368,  37.95813, 22.71271,  40.18108, 20.61340,  37.97311, 20.61253,  40.16411,LC09_L2SP_170045_20240425_20240502_02_T1,LC91700452024116LGN00
